"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","1","$0.34","($34.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","1","$0.34","($34.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","1","$0.34","($34.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","1","$0.34","($34.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","5","$0.34","($170.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","2","$0.51","($102.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Put $25.50","STC","9","$0.51","$458.97"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Put $25.50","STC","1","$0.51","$50.98"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Put $25.50","BTO","10","$0.52","($520.00)"
"8/27/2021","8/27/2021","8/31/2021","SLRX","Salarius Pharmaceuticals
CUSIP: 79400X107","Buy","200","$0.99","($197.98)"
"8/27/2021","8/27/2021","8/30/2021","SPY","SPY 9/3/2021 Call $450.00","STC","1","$2.29","$228.98"
"8/27/2021","8/27/2021","8/30/2021","SPLK","SPLK 9/3/2021 Call $152.50","STC","5","$2.94","$1,469.98"
"8/27/2021","8/27/2021","8/30/2021","SPLK","SPLK 9/3/2021 Call $152.50","BTO","5","$2.80","($1,400.00)"
"8/27/2021","8/27/2021","8/30/2021","SPY","SPY 9/3/2021 Call $450.00","STC","1","$1.93","$192.98"
"8/27/2021","8/27/2021","8/30/2021","JPM","JPM 9/3/2021 Call $165.00","STC","1","$0.85","$84.98"
"8/27/2021","8/27/2021","8/30/2021","JPM","JPM 9/3/2021 Call $165.00","STC","1","$1.21","$120.98"
"8/27/2021","8/27/2021","8/30/2021","JPM","JPM 9/3/2021 Call $165.00","STC","1","$1.21","$120.98"
"8/27/2021","8/27/2021","8/30/2021","JPM","JPM 9/3/2021 Call $165.00","STC","1","$1.21","$120.98"
"8/26/2021","8/26/2021","8/27/2021","JPM","JPM 9/3/2021 Call $165.00","BTO","4","$0.98","($392.00)"
"8/26/2021","8/26/2021","8/27/2021","SPY","SPY 9/3/2021 Call $450.00","BTO","2","$1.52","($304.00)"
"8/26/2021","8/26/2021","8/27/2021","UPST","UPST 9/3/2021 Put $210.00","STC","1","$5.80","$579.98"
"8/26/2021","8/26/2021","8/26/2021","","WAL-MART #3047 TURLOCK, CA","CARD","","","($83.46)"
"8/25/2021","8/25/2021","8/26/2021","SPY","Option Expiration for SPY 8/25/2021 Put $440.00","OEXP","3S","",""
"8/25/2021","8/25/2021","8/26/2021","HOOD","HOOD 9/17/2021 Call $50.00","STC","1","$3.40","$339.98"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.21","$20.98"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.21","$20.98"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.21","$20.98"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.21","$20.98"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.21","$20.98"
"8/25/2021","8/25/2021","8/26/2021","UPST","UPST 9/3/2021 Put $210.00","BTO","1","$7.00","($700.00)"
"8/25/2021","8/25/2021","8/26/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","9","$0.29","$260.97"
"8/25/2021","8/25/2021","8/26/2021","AMC","AMC 8/27/2021 Call $95.00","BTO","1","$0.61","($61.00)"
"8/24/2021","8/24/2021","8/24/2021","","IN N OUT BURGER 161 TURLOCK, CA","CARD","","","($14.01)"
"8/24/2021","8/24/2021","8/24/2021","","Interest Payment","INT","","","$2.34"
"8/24/2021","8/24/2021","8/25/2021","BBBY","BBBY 8/27/2021 Call $35.00","BTO","5","$0.24","($120.00)"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","3","$0.24","$71.98"
"8/24/2021","8/24/2021","8/26/2021","SPRT","Support.com
CUSIP: 86858W200","Sell","20","$13.89","$277.80"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","2","$0.24","$47.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","3","$0.24","$71.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","3","$0.24","$71.98"
"8/24/2021","8/24/2021","8/26/2021","SPRT","Support.com
CUSIP: 86858W200","Sell","15","$11.70","$175.50"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","5","$0.18","$89.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.18","$17.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.18","$17.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.18","$17.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","7","$0.18","$125.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","1","$0.18","$17.98"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","8","$0.18","$143.97"
"8/24/2021","8/24/2021","8/25/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","35","$0.17","$594.92"
"8/23/2021","8/23/2021","8/25/2021","SPRT","Support.com
CUSIP: 86858W200","Sell","15","$11.08","$166.21"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","STC","15","$0.13","$194.96"
"8/23/2021","8/23/2021","8/25/2021","SPRT","Support.com
CUSIP: 86858W200","Sell","25","$9.58","$239.53"
"8/23/2021","8/23/2021","8/25/2021","SPRT","Support.com
CUSIP: 86858W200","Sell","25","$9.63","$240.69"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","BTO","6","$0.11","($66.00)"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","BTO","36","$0.11","($396.00)"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","BTO","4","$0.11","($44.00)"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","BTO","5","$0.11","($55.00)"
"8/23/2021","8/23/2021","8/24/2021","SOFI","SOFI 8/27/2021 Call $15.00","BTO","49","$0.11","($539.00)"
"8/23/2021","8/23/2021","8/23/2021","","Gold Fee","GOLD","","","($5.00)"
"8/20/2021","8/20/2021","8/23/2021","CCAC","Option Expiration for CCAC 8/20/2021 Call $12.50","OEXP","50S","",""
"8/20/2021","8/20/2021","8/23/2021","OWL","Option Expiration for OWL 8/20/2021 Call $15.00","OEXP","10S","",""
"8/20/2021","8/20/2021","8/23/2021","OTRK","Option Expiration for OTRK 8/20/2021 Call $50.00","OEXP","2S","",""
"8/20/2021","8/20/2021","8/23/2021","OTRK","Option Expiration for OTRK 8/20/2021 Call $40.00","OEXP","2S","",""
"8/20/2021","8/20/2021","8/23/2021","PTRA","Option Expiration for PTRA 8/20/2021 Call $12.50","OEXP","5S","",""
"8/20/2021","8/20/2021","8/23/2021","SESN","Option Expiration for SESN 8/20/2021 Call $8.00","OEXP","1S","",""
"8/20/2021","8/20/2021","8/23/2021","KPTI","Option Expiration for KPTI 8/20/2021 Call $10.00","OEXP","43S","",""
"8/20/2021","8/20/2021","8/23/2021","SPRT","SPRT 8/20/2021 Call $6.00","OEXCS","1S","",""
"8/20/2021","8/20/2021","8/24/2021","SPRT","Support.com
CUSIP: 86858W200
1 SPRT Option Exercised","Buy","100","$6.00","($600.00)"
"8/20/2021","8/20/2021","8/23/2021","SPY","SPY 8/25/2021 Put $440.00","BTO","3","$0.93","($279.00)"
"8/20/2021","8/20/2021","8/23/2021","HOOD","HOOD 9/17/2021 Call $50.00","BTO","1","$1.80","($180.00)"
"8/20/2021","8/20/2021","8/23/2021","SPY","SPY 8/20/2021 Call $445.00","STC","1","$0.07","$6.98"
"8/20/2021","8/20/2021","8/23/2021","OTRK","OTRK 11/19/2021 Call $35.00","STC","1","$0.15","$14.98"
"8/20/2021","8/20/2021","8/23/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$1.36","$135.98"
"8/19/2021","8/19/2021","8/20/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$2.27","$226.98"
"8/18/2021","8/18/2021","8/19/2021","SPY","SPY 8/20/2021 Call $445.00","BTO","1","$0.37","($37.00)"
"8/18/2021","8/18/2021","8/19/2021","SPY","SPY 8/20/2021 Put $440.00","STC","2","$0.99","$197.98"
"8/17/2021","8/17/2021","8/18/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$1.94","$193.98"
"8/17/2021","8/17/2021","8/18/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$1.92","$191.98"
"8/17/2021","8/17/2021","8/18/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$1.50","$149.98"
"8/17/2021","8/17/2021","8/18/2021","SPY","SPY 8/20/2021 Put $440.00","STC","1","$1.42","$141.98"
"8/17/2021","8/17/2021","8/18/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","1","$1.95","$194.98"
"8/17/2021","8/17/2021","8/18/2021","SPY","SPY 8/20/2021 Put $440.00","STC","2","$0.94","$187.98"
"8/16/2021","8/16/2021","8/17/2021","SPY","SPY 8/20/2021 Put $440.00","STC","15","$1.12","$1,679.96"
"8/16/2021","8/16/2021","8/16/2021","","PAI ISO MODESTO, CA","CARD","","","($84.99)"
"8/16/2021","8/16/2021","8/16/2021","","PAI ISO MODESTO, CA","CARD","","","($184.99)"
"8/13/2021","8/13/2021","8/16/2021","BB","Option Expiration for BB 8/13/2021 Call $11.00","OEXP","100S","",""
"8/13/2021","8/13/2021","8/16/2021","SNDL","Option Expiration for SNDL 8/13/2021 Call $1.00","OEXP","150S","",""
"8/13/2021","8/13/2021","8/16/2021","UPST","Option Expiration for UPST 8/13/2021 Put $100.00","OEXP","56S","",""
"8/13/2021","8/13/2021","8/16/2021","ATNF","ATNF 1/21/2022 Call $10.00","BTO","1","$1.10","($110.00)"
"8/13/2021","8/13/2021","8/16/2021","SPY","SPY 8/20/2021 Put $440.00","BTO","25","$0.63","($1,575.00)"
"8/12/2021","8/12/2021","8/13/2021","SNDL","SNDL 8/13/2021 Call $1.00","BTO","29","$0.02","($58.00)"
"8/12/2021","8/12/2021","8/13/2021","SNDL","SNDL 8/13/2021 Call $1.00","BTO","20","$0.02","($40.00)"
"8/12/2021","8/12/2021","8/13/2021","SNDL","SNDL 8/13/2021 Call $1.00","BTO","101","$0.02","($202.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","13","$0.05","($65.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","4","$0.05","($20.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","2","$0.05","($10.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","1","$0.05","($5.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","23","$0.05","($115.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","5","$0.05","($25.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","11","$0.05","($55.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","10","$0.05","($50.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","1","$0.05","($5.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","6","$0.05","($30.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","4","$0.05","($20.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","10","$0.05","($50.00)"
"8/11/2021","8/11/2021","8/12/2021","BB","BB 8/13/2021 Call $11.00","BTO","10","$0.05","($50.00)"
"8/10/2021","8/10/2021","8/12/2021","SESN","Sesen Bio
CUSIP: 817763105","Buy","100","$3.84","($383.50)"
"8/10/2021","8/10/2021","8/11/2021","UPST","UPST 8/13/2021 Put $100.00","BTO","1","$0.10","($10.00)"
"8/10/2021","8/10/2021","8/11/2021","PTRA","PTRA 8/20/2021 Call $12.50","STC","1","$0.93","$92.98"
"8/10/2021","8/10/2021","8/11/2021","OWL","OWL 8/20/2021 Call $15.00","STC","40","$0.05","$199.91"
"8/9/2021","8/9/2021","8/10/2021","UPST","UPST 8/13/2021 Put $100.00","BTO","5","$0.10","($50.00)"
"8/9/2021","8/9/2021","8/10/2021","UPST","UPST 8/13/2021 Put $100.00","BTO","50","$0.15","($750.00)"
"8/9/2021","8/9/2021","8/10/2021","PTRA","PTRA 8/20/2021 Call $12.50","STC","2","$0.65","$129.98"
"8/9/2021","8/9/2021","8/11/2021","BITF","Bitfarms
CUSIP: 09173B107","Sell","50","$6.80","$340.25"
"8/9/2021","8/9/2021","8/10/2021","OTRK","OTRK 11/19/2021 Call $35.00","STC","1","$2.35","$234.98"
"8/9/2021","8/9/2021","8/9/2021","","TURLOCK CHEV-306 TURLOCK, CA","CARD","","","($160.00)"
"8/6/2021","8/6/2021","8/10/2021","SOS","SOS Limited
CUSIP: 83587W106","Buy","50","$3.11","($155.50)"
"8/6/2021","8/6/2021","8/9/2021","FB","FB 10/15/2021 Call $405.00","BTO","1","$3.45","($345.00)"
"8/6/2021","8/6/2021","8/9/2021","OWL","OWL 8/20/2021 Call $15.00","BTO","50","$0.05","($250.00)"
"8/6/2021","8/6/2021","8/9/2021","PTRA","PTRA 8/20/2021 Call $12.50","STC","1","$0.50","$49.98"
"8/6/2021","8/6/2021","8/9/2021","PTRA","PTRA 8/20/2021 Call $12.50","STC","2","$0.50","$99.98"
"8/6/2021","8/6/2021","8/9/2021","KPTI","KPTI 8/20/2021 Call $10.00","STC","3","$0.05","$14.98"
"8/6/2021","8/6/2021","8/9/2021","PTRA","PTRA 8/20/2021 Call $12.50","BTO","1","$0.25","($25.00)"
"8/6/2021","8/6/2021","8/9/2021","PTRA","PTRA 8/20/2021 Call $12.50","BTO","10","$0.25","($250.00)"
"8/6/2021","8/6/2021","8/9/2021","KPTI","KPTI 8/20/2021 Call $10.00","STC","1","$0.05","$4.98"
"8/5/2021","8/5/2021","8/6/2021","KPTI","KPTI 8/20/2021 Call $10.00","STC","1","$0.05","$4.98"
"8/5/2021","8/5/2021","8/6/2021","KPTI","KPTI 8/20/2021 Call $10.00","STC","1","$0.05","$4.98"
"8/5/2021","8/5/2021","8/6/2021","KPTI","KPTI 8/20/2021 Call $10.00","STC","1","$0.05","$4.98"
"8/4/2021","8/4/2021","8/5/2021","SPY","Option Expiration for SPY 8/4/2021 Put $430.00","OEXP","12S","",""
"8/4/2021","8/4/2021","8/6/2021","BYSI","BeyondSpring
CUSIP: G10830100","Sell","3","$24.64","$73.93"
"8/4/2021","8/4/2021","8/5/2021","OTRK","OTRK 8/20/2021 Call $50.00","BTO","2","$0.15","($30.00)"
"8/4/2021","8/4/2021","8/5/2021","SPY","SPY 8/4/2021 Put $430.00","STC","1","$0.01","$0.98"
"8/4/2021","8/4/2021","8/5/2021","SPY","SPY 8/4/2021 Put $430.00","STC","30","$0.01","$29.93"
"8/4/2021","8/4/2021","8/5/2021","SPY","SPY 8/4/2021 Put $430.00","STC","7","$0.01","$6.98"
"8/4/2021","8/4/2021","8/5/2021","KPTI","KPTI 8/20/2021 Call $10.00","BTO","50","$0.10","($500.00)"
"8/4/2021","8/4/2021","8/5/2021","SESN","SESN 8/20/2021 Call $8.00","BTO","1","$0.15","($15.00)"
"8/4/2021","8/4/2021","8/6/2021","BYSI","BeyondSpring
CUSIP: G10830100","Sell","7","$24.34","$170.38"
"8/4/2021","8/4/2021","8/5/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","2","$1.05","$209.98"
"8/4/2021","8/4/2021","8/6/2021","BYSI","BeyondSpring
CUSIP: G10830100","Sell","5","$31.50","$157.50"
"8/3/2021","8/3/2021","8/4/2021","SPY","SPY 8/4/2021 Put $430.00","BTO","1","$0.06","($6.00)"
"8/3/2021","8/3/2021","8/4/2021","SPY","SPY 8/4/2021 Put $430.00","BTO","1","$0.06","($6.00)"
"8/3/2021","8/3/2021","8/4/2021","SPY","SPY 8/4/2021 Put $430.00","BTO","43","$0.06","($258.00)"
"8/3/2021","8/3/2021","8/4/2021","SPY","SPY 8/4/2021 Put $430.00","BTO","1","$0.06","($6.00)"
"8/3/2021","8/3/2021","8/4/2021","SPY","SPY 8/4/2021 Put $430.00","BTO","4","$0.06","($24.00)"
"8/3/2021","8/3/2021","8/4/2021","ME","ME 1/21/2022 Call $10.00","BTO","1","$1.05","($105.00)"
"8/3/2021","8/3/2021","8/4/2021","ME","ME 10/15/2021 Call $12.50","BTO","4","$0.25","($100.00)"
"7/30/2021","7/30/2021","8/2/2021","BABA","Option Expiration for BABA 7/30/2021 Call $200.00","OEXP","1S","",""
"7/30/2021","7/30/2021","7/30/2021","","Interest Payment","INT","","","$3.29"
"7/28/2021","7/28/2021","7/29/2021","BABA","BABA 7/30/2021 Call $200.00","STC","1","$1.70","$169.98"
"7/28/2021","7/28/2021","7/29/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","1","$1.90","$189.98"
"7/28/2021","7/28/2021","7/29/2021","BABA","BABA 7/30/2021 Call $200.00","STC","3","$1.03","$308.98"
"7/28/2021","7/28/2021","7/29/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","2","$2.30","$459.98"
"7/27/2021","7/27/2021","7/28/2021","BABA","BABA 7/30/2021 Call $200.00","BTO","5","$0.56","($280.00)"
"7/27/2021","7/27/2021","7/28/2021","OTRK","OTRK 8/20/2021 Call $40.00","BTO","2","$0.40","($80.00)"
"7/27/2021","7/27/2021","7/27/2021","","Piraeus Bank,S1A95026 Athens, GRC","CARD","","","($319.76)"
"7/26/2021","7/26/2021","7/27/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","3","$1.75","$524.98"
"7/26/2021","7/26/2021","7/27/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","4","$1.80","$719.98"
"7/23/2021","7/23/2021","7/26/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","3","$0.90","$269.98"
"7/23/2021","7/23/2021","7/26/2021","SPRT","SPRT 8/20/2021 Call $6.00","STC","3","$1.01","$302.98"
"7/22/2021","7/22/2021","7/22/2021","","Gold Fee","GOLD","","","($5.00)"
"7/19/2021","7/19/2021","7/20/2021","DMYI","DMYI 10/15/2021 Call $10.00","BTO","2","$1.25","($250.00)"
"7/16/2021","7/16/2021","7/19/2021","PRVB","Option Expiration for PRVB 7/16/2021 Call $12.50","OEXP","3S","",""
"7/16/2021","7/16/2021","7/19/2021","OTRK","Option Expiration for OTRK 7/16/2021 Call $55.00","OEXP","3S","",""
"7/16/2021","7/16/2021","7/19/2021","MSTR","Option Expiration for MSTR 7/16/2021 Call $700.00","OEXP","1S","",""
"7/16/2021","7/16/2021","7/19/2021","OTRK","Option Expiration for OTRK 7/16/2021 Call $40.00","OEXP","19S","",""
"7/16/2021","7/16/2021","7/19/2021","MMAT1","Option Expiration for MMAT1 7/16/2021 Call $12.50","OEXP","2S","",""
"7/16/2021","7/16/2021","7/19/2021","OTRK","Option Expiration for OTRK 7/16/2021 Call $50.00","OEXP","2S","",""
"7/16/2021","7/16/2021","7/19/2021","WISH","Option Expiration for WISH 7/16/2021 Call $16.00","OEXP","3S","",""
"7/16/2021","7/16/2021","7/19/2021","CPNG","Option Expiration for CPNG 7/16/2021 Call $50.00","OEXP","1S","",""
"7/15/2021","7/15/2021","7/16/2021","OTRK","OTRK 11/19/2021 Call $35.00","BTO","2","$3.20","($640.00)"
"7/9/2021","7/9/2021","7/12/2021","WKHS","Option Expiration for WKHS 7/9/2021 Call $17.50","OEXP","2S","",""
"7/9/2021","7/9/2021","7/12/2021","SPCE","Option Expiration for SPCE 7/9/2021 Put $30.50","OEXP","7S","",""
"7/9/2021","7/9/2021","7/12/2021","SPCE","Option Expiration for SPCE 7/9/2021 Put $35.50","OEXP","20S","",""
"7/9/2021","7/9/2021","7/12/2021","MSTR","MSTR 7/16/2021 Call $700.00","BTO","1","$5.10","($510.00)"
"7/8/2021","7/8/2021","7/9/2021","OTRK","OTRK 7/16/2021 Call $50.00","BTO","1","$0.40","($40.00)"
"7/8/2021","7/8/2021","7/9/2021","OTRK","OTRK 7/16/2021 Call $50.00","BTO","1","$0.40","($40.00)"
"7/8/2021","7/8/2021","7/9/2021","OTRK","OTRK 7/16/2021 Call $40.00","STC","1","$0.70","$69.98"
"7/8/2021","7/8/2021","7/9/2021","AMC","AMC 7/9/2021 Call $50.00","STC","1","$0.75","$74.98"
"7/7/2021","7/7/2021","7/7/2021","MMTLP","MMAT Preferred Shares
CUSIP: 59134N203","SOFF","350","",""
"7/7/2021","7/7/2021","7/8/2021","AMC","AMC 7/9/2021 Call $50.00","BTO","1","$0.64","($64.00)"
"7/6/2021","7/6/2021","7/6/2021","UWMC","Cash Div: R/D 2021-06-10 P/D 2021-07-06 - 75 shares at 0.1","CDIV","","","$7.50"
"7/6/2021","7/6/2021","7/7/2021","OTRK","OTRK 7/16/2021 Call $40.00","BTO","5","$0.15","($75.00)"
"7/6/2021","7/6/2021","7/6/2021","","AMERICAS-TIRE-CO 3500 W TURLOCK, CA","CARD","","","($445.21)"
"7/2/2021","7/2/2021","7/6/2021","AMC","Option Expiration for AMC 7/2/2021 Call $65.00","OEXP","3S","",""
"7/2/2021","7/2/2021","7/6/2021","BBBY","Option Expiration for BBBY 7/2/2021 Call $40.00","OEXP","1S","",""
"7/2/2021","7/2/2021","7/6/2021","WKHS","Option Expiration for WKHS 7/2/2021 Call $20.00","OEXP","85S","",""
"7/2/2021","7/2/2021","7/6/2021","EDIT","EDIT 7/16/2021 Call $50.00","STC","1","$6.70","$669.98"
"7/2/2021","7/2/2021","7/6/2021","PRVB","PRVB 7/16/2021 Call $12.50","BTO","3","$1.05","($315.00)"
"7/2/2021","7/2/2021","7/6/2021","SPRT","SPRT 8/20/2021 Call $6.00","BTO","20","$0.43","($860.00)"
"7/2/2021","7/2/2021","7/2/2021","EVGO","EVgo
CUSIP: 30052F100","SXCH","50","",""
"7/2/2021","7/2/2021","7/2/2021","CLII","Climate Change Crisis Real Impact
CUSIP: 18716C100","SXCH","50S","",""
"6/30/2021","6/30/2021","7/1/2021","SPY","Option Expiration for SPY 6/30/2021 Put $422.00","OEXP","25S","",""
"6/30/2021","6/30/2021","6/30/2021","","Interest Payment","INT","","","$2.88"
"6/30/2021","6/30/2021","7/1/2021","WKHS","WKHS 7/9/2021 Call $17.50","BTO","2","$0.99","($198.00)"
"6/30/2021","6/30/2021","7/1/2021","WKHS","WKHS 7/2/2021 Call $20.00","BTO","5","$0.09","($45.00)"
"6/30/2021","6/30/2021","7/1/2021","WKHS","WKHS 7/2/2021 Call $20.00","BTO","2","$0.09","($18.00)"
"6/30/2021","6/30/2021","7/1/2021","WKHS","WKHS 7/2/2021 Call $20.00","BTO","3","$0.09","($27.00)"
"6/30/2021","6/30/2021","7/1/2021","AMC","AMC 7/2/2021 Call $65.00","STC","4","$0.49","$195.98"
"6/30/2021","6/30/2021","7/1/2021","EDIT","EDIT 7/16/2021 Call $50.00","STC","1","$4.50","$449.98"
"6/30/2021","6/30/2021","7/1/2021","WKHS","WKHS 7/2/2021 Call $20.00","BTO","75","$0.17","($1,275.00)"
"6/30/2021","6/30/2021","7/1/2021","AMC","AMC 7/2/2021 Call $65.00","STC","1","$0.95","$94.98"
"6/30/2021","6/30/2021","7/1/2021","AMC","AMC 7/2/2021 Call $65.00","STC","1","$0.95","$94.98"
"6/30/2021","6/30/2021","7/1/2021","AMC","AMC 7/2/2021 Call $65.00","STC","1","$1.00","$99.98"
"6/30/2021","6/30/2021","7/1/2021","BBBY","BBBY 7/2/2021 Call $40.00","BTO","1","$0.66","($66.00)"
"6/30/2021","6/30/2021","7/1/2021","CPNG","CPNG 7/16/2021 Call $50.00","STC","1","$0.50","$49.98"
"6/30/2021","6/30/2021","7/1/2021","SPCE","SPCE 7/9/2021 Put $35.50","STC","1","$0.51","$50.98"
"6/30/2021","6/30/2021","7/1/2021","SPCE","SPCE 7/9/2021 Put $35.50","STC","4","$0.51","$203.98"
"6/30/2021","6/30/2021","7/1/2021","AMC","AMC 7/2/2021 Call $65.00","BTO","10","$0.58","($580.00)"
"6/30/2021","6/30/2021","7/1/2021","RKT","RKT 7/2/2021 Call $21.00","BTC","1","$0.08","($8.00)"
"6/29/2021","6/29/2021","6/30/2021","CPNG","CPNG 7/16/2021 Call $50.00","BTO","2","$0.55","($110.00)"
"6/29/2021","6/29/2021","6/30/2021","RKT","RKT 7/2/2021 Call $21.00","STO","1","$0.37","$36.98"
"6/29/2021","6/29/2021","6/30/2021","EDIT","EDIT 7/16/2021 Call $50.00","STC","1","$1.85","$184.98"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $35.50","BTO","12","$0.23","($276.00)"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $35.50","BTO","13","$0.23","($299.00)"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $30.50","BTO","2","$0.10","($20.00)"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $30.50","BTO","2","$0.10","($20.00)"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $30.50","BTO","2","$0.10","($20.00)"
"6/29/2021","6/29/2021","6/30/2021","SPCE","SPCE 7/9/2021 Put $30.50","BTO","1","$0.10","($10.00)"
"6/29/2021","6/29/2021","6/30/2021","OTRK","OTRK 7/16/2021 Call $40.00","BTO","5","$1.05","($525.00)"
"6/28/2021","6/28/2021","6/29/2021","SPY","SPY 6/30/2021 Put $422.00","STC","1","$0.23","$22.98"
"6/28/2021","6/28/2021","6/29/2021","SPY","SPY 6/30/2021 Put $422.00","STC","9","$0.23","$206.97"
"6/28/2021","6/28/2021","6/29/2021","SPY","SPY 6/30/2021 Put $422.00","STC","5","$0.23","$114.98"
"6/28/2021","6/28/2021","6/30/2021","MMAT","Meta Materials
CUSIP: 59134N104","Sell","75","$8.13","$609.74"
"6/28/2021","6/28/2021","6/29/2021","EDIT","EDIT 7/16/2021 Call $50.00","STC","2","$2.20","$439.98"
"6/28/2021","6/28/2021","6/29/2021","EDIT","EDIT 7/16/2021 Call $50.00","STC","1","$3.00","$299.98"
"6/28/2021","6/28/2021","6/28/2021","","CARNIVORES BBQ SANDWIC TURLOCK, CA","CARD","","","($36.29)"
